index,user_id,gender,age_group,LSM_group1,share_your_home_with,including_yourself_how_many_people_do_you_share_your_home_with,do_to_try_to_stay_healthy,drives_you_to_have_a_healthy_lifestyle,eat_or_drink,steps_to_eat_drink_more_healthily,how_regularly_do_you_exercise,exercise_do_you_enjoy,do_to_help_you_sleep,before_you_go_to_sleep
1078,938488980.0,Male,18-24,High,"[""Children under 18 years old"", ""Children over 18 years old"", ""Parents"", ""Other family members""]",5+,"[""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Stay hydrated"", ""Meditation / positive mindset methods"", ""Taking time to relax"", ""Eat healthily"", ""Stress control methods""]","[""Prevent health conditions in later life"", ""To support my family"", ""To improve brain function/ memory""]","[""Paleo""]","[""Checking nutritional value of the food / drink I purchase"", ""Eating dessert less often"", ""Eating out at places that have healthy options available"", ""Filling half my plate with vegetables"", ""Cooking more meals at home""]",3+ times a week,"[""Running"", ""Swimming"", ""Weights"", ""Strength training""]","[""Have warm milk"", ""Meditate""]","[""Caffeine"", ""Alcohol""]"
1079,6409672488.0,Female,25-34,High,"[""Friends / Roommates""]",4.0,"[""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Taking time to relax"", ""Take vitamin / other supplements""]","[""Prevent health conditions in later life"", ""To support my family"", ""To make the most out of/enjoy life""]","[""Paleo"", ""Specific diet""]","[""Making an effort to find healthy recipes"", ""Snacking less often"", ""Eating dessert less often"", ""Cooking more meals at home""]",3+ times a week,"[""Running"", ""Walking"", ""Strength training""]","[""Have warm milk""]","[""Heavy meal"", ""Caffeine"", ""Browsing on my cell phone / tablet"", ""Watching TV"", ""Alcohol""]"
1081,3797699480.0,Female,18-24,Medium,"[""Parents""]",5+,"[""Taking time to relax"", ""Stress control methods"", ""Eat healthily""]","[""To set a good example for my family"", ""Specific event (e.g. holiday, wedding)"", ""To make the most of treats / indulgent moments""]","[""Low sugar""]","[""Trying to have a variety of colors on my plate""]",Few times a month,"[""Yoga/Pilates""]","[""Have herbal tea""]","[""Browsing on my cell phone / tablet""]"
1084,2910729804.0,Male,25-34,High,"[""Children under 18 years old""]",5+,"[""Eat healthily"", ""Drink lots of water / fluids"", ""Make sure I get enough sleep"", ""Taking time to relax"", ""Stay hydrated"", ""Exercise regularly""]","[""Have more energy"", ""To support my family"", ""To lose / manage my weight""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low sugar"", ""Halal"", ""Low calorie"", ""Low / zero carb"", ""High protein"", ""Low salt"", ""Low cholesterol""]","[""Counting / tracking calories""]",3+ times a week,"[""Running"", ""Weights"", ""Cardio / Aerobics / Water aerobics"", ""Circuit training/ HIIT"", ""Walking""]","[""No, none of these""]","[""No, none of these""]"
1090,801375669.0,Female,18-24,High,"[""Partner / spouse"", ""Children under 18 years old""]",4.0,"[""Eat healthily"", ""Exercise regularly"", ""Drink lots of water / fluids"", ""Stay hydrated"", ""Make sure I get enough sleep"", ""Meditation / positive mindset methods"", ""Stress control methods"", ""Take vitamin / other supplements"", ""Taking time to relax"", ""Other""]","[""Feeling good about myself"", ""Prevent health conditions in later life"", ""To improve my sleep""]","[""Gluten / wheat free"", ""Low salt"", ""Low sugar"", ""Low cholesterol""]","[""Cooking more meals at home"", ""Eating out / ordering takeout less frequently"", ""Checking nutritional value of the food / drink I purchase"", ""Checking / reading the ingredients in food / drink products"", ""Making an effort to find healthy recipes"", ""Watching the size of my portions"", ""Trying to have a variety of colors on my plate"", ""Filling half my plate with vegetables"", ""Doing a cleanse"", ""Snacking less often"", ""Eating dessert less often"", ""Intermittent fasting"", ""Eating out at places that have healthy options available"", ""Shopping at places that have a wide selection of healthy options""]",3+ times a week,"[""Aerobics"", ""Cycling"", ""Spinning"", ""Walking"", ""Cardio / Aerobics / Water aerobics"", ""Weights"", ""Yoga/Pilates""]","[""Have herbal tea"", ""Take herbal supplements"", ""Take sleeping tablets"", ""Meditate"", ""Have a bath""]","[""Alcohol"", ""Caffeine"", ""Heavy meal"", ""Checking emails""]"
1095,3602252890.0,Male,45+,High,"[""Partner / spouse"", ""Children over 18 years old""]",5+,"[""Make sure I get enough sleep"", ""Exercise regularly"", ""Stay hydrated"", ""Eat healthily"", ""Taking time to relax"", ""Drink lots of water / fluids""]","[""To improve my sleep"", ""Feeling good about myself"", ""To lose / manage my weight""]","[""Low cholesterol"", ""Low salt"", ""Low sugar""]","[""Making an effort to find healthy recipes""]",3+ times a week,"[""Hiking"", ""Aerobics"", ""Walking"", ""Yoga/Pilates""]","[""Have a bath"", ""Have warm milk"", ""Have herbal tea""]","[""Watching TV"", ""Checking emails"", ""Browsing on my cell phone / tablet""]"
1097,4532645743.0,Male,45+,Medium,"[""Partner / spouse""]",2.0,"[""Eat healthily""]","[""To set a good example for my family"", ""To lose / manage my weight"", ""Prevent health conditions in later life""]","[""Low calorie""]","[""Making an effort to find healthy recipes""]",3+ times a week,"[""Hiking""]","[""No, none of these""]","[""No, none of these""]"
1098,4351611825.0,Female,18-24,Medium,"[""Parents""]",5+,"[""Stress control methods"", ""Make sure I get enough sleep"", ""Meditation / positive mindset methods"", ""Eat healthily"", ""Exercise regularly"", ""Stay hydrated"", ""Taking time to relax"", ""Drink lots of water / fluids""]","[""To improve brain function/ memory"", ""To manage a health / medical condition"", ""To improve my sleep""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Cooking more meals at home""]",Few times a month,"[""Swimming""]","[""No, none of these""]","[""Watching TV""]"
1100,2959918698.0,Female,45+,High,"[""Parents""]",3.0,"[""Other""]","[""Prevent health conditions in later life"", ""To make the most out of/enjoy life"", ""To manage a health / medical condition""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Checking nutritional value of the food / drink I purchase""]",3+ times a week,"[""Hiking"", ""Walking"", ""Other""]","[""Have herbal tea""]","[""Caffeine""]"
1101,3102081150.0,Female,18-24,Medium,"[""Friends / Roommates""]",2.0,"[""Stay hydrated"", ""Make sure I get enough sleep"", ""Stress control methods"", ""Meditation / positive mindset methods"", ""Drink lots of water / fluids"", ""Take vitamin / other supplements"", ""Taking time to relax"", ""Eat healthily""]","[""To make the most out of/enjoy life"", ""To manage a health / medical condition"", ""To lose / manage my weight""]","[""Low calorie"", ""Halal"", ""Low salt"", ""Low / zero carb"", ""Low sugar""]","[""Snacking less often"", ""Watching the size of my portions"", ""Counting / tracking calories"", ""Shopping at places that have a wide selection of healthy options"", ""Checking / reading the ingredients in food / drink products"", ""Filling half my plate with vegetables"", ""Eating dessert less often"", ""Eating out / ordering takeout less frequently"", ""Checking nutritional value of the food / drink I purchase"", ""Eating out at places that have healthy options available"", ""Cooking more meals at home""]",Few times a month,"[""Yoga/Pilates""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal""]"
1102,4135143688.0,Male,35-44,Medium,"[""Other family members""]",5+,"[""Meditation / positive mindset methods"", ""Eat healthily"", ""Drink lots of water / fluids"", ""Taking time to relax""]","[""To set a good example for my family"", ""To improve brain function/ memory""]","[""None of the above""]","[""None of the above""]",Less often,,"[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Browsing on my cell phone / tablet""]"
1107,1108069452.0,Male,25-34,Low,"[""Partner / spouse""]",2.0,"[""Exercise regularly""]","[""Feeling good about myself"", ""To live longer"", ""To manage a health / medical condition""]","[""Gluten / wheat free""]","[""Trying to have a variety of colors on my plate""]",Twice a week,"[""Walking""]","[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Watching TV"", ""Caffeine""]"
1110,1015358736.0,Female,25-34,Low,"[""Partner / spouse"", ""Children under 18 years old""]",4.0,"[""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Stay hydrated"", ""Eat healthily""]","[""To live longer"", ""Prevent health conditions in later life"", ""To manage a health / medical condition""]","[""Low sugar"", ""Low salt""]","[""Watching the size of my portions"", ""Intermittent fasting""]",Less often,,"[""No, none of these""]","[""Watching TV"", ""Browsing on my cell phone / tablet"", ""Caffeine""]"
1113,8716149.0,Female,25-34,High,"[""Parents""]",3.0,"[""Exercise regularly"", ""Make sure I get enough sleep"", ""Eat healthily"", ""Stay hydrated"", ""Taking time to relax""]","[""Prevent health conditions in later life"", ""Feeling good about myself"", ""To lose / manage my weight""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low salt""]","[""Watching the size of my portions"", ""Cooking more meals at home"", ""Counting / tracking calories""]",3+ times a week,"[""Running"", ""Walking"", ""Hiking"", ""Aerobics""]","[""Have herbal tea""]","[""Caffeine"", ""Heavy meal""]"
1116,1143097060.0,Male,35-44,High,"[""Partner / spouse"", ""Children under 18 years old""]",4.0,"[""Taking time to relax"", ""Eat healthily"", ""Exercise regularly""]","[""To lose / manage my weight"", ""To support my family"", ""Feeling good about myself""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Cooking more meals at home"", ""Making an effort to find healthy recipes""]",3+ times a week,"[""Cycling"", ""Walking"", ""Weights""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal""]"
1118,3211280076.0,Male,25-34,Medium,"[""Partner / spouse""]",2.0,"[""Exercise regularly"", ""Eat healthily"", ""Stay hydrated"", ""Stress control methods""]","[""Feeling good about myself"", ""To manage a health / medical condition"", ""To make the most out of/enjoy life""]","[""Flexitarian: eat meat but control the amount eaten"", ""Low sugar""]","[""Snacking less often"", ""Checking / reading the ingredients in food / drink products"", ""Cooking more meals at home"", ""Eating dessert less often"", ""Watching the size of my portions"", ""Checking nutritional value of the food / drink I purchase"", ""Eating out at places that have healthy options available"", ""Making an effort to find healthy recipes""]",3+ times a week,"[""Running""]","[""Take sleeping tablets""]","[""Watching TV"", ""Browsing on my mobile  phone / tablet"", ""Caffeine"", ""Alcohol""]"
1124,1240805696.0,Female,18-24,Low,"[""Children under 18 years old"", ""Parents""]",4.0,"[""Meditation / positive mindset methods"", ""Stay hydrated"", ""Stress control methods"", ""Drink lots of water / fluids""]","[""To make the most out of/enjoy life"", ""To improve brain function/ memory"", ""Feeling good about myself""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Counting / tracking calories"", ""Eating dessert less often"", ""Cooking more meals at home"", ""Making an effort to find healthy recipes""]",Few times a month,"[""Walking"", ""Strength training""]","[""Have a bath""]","[""Heavy meal""]"
1128,4468046022.0,Female,45+,High,"[""Partner / spouse"", ""Children over 18 years old""]",3.0,"[""Stay hydrated"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Eat healthily""]","[""To manage a health / medical condition""]","[""Low cholesterol"", ""Dairy free"", ""Low salt"", ""Low sugar""]","[""None of the above""]",Never,,"[""No, none of these""]","[""Caffeine""]"
1132,899519555.0,Male,45+,Medium,"[""Partner / spouse""]",,"[""Nothing""]","[""To live longer"", ""Prevent health conditions in later life"", ""Have more energy""]","[""None of the above""]","[""Cooking more meals at home"", ""Watching the size of my portions"", ""Snacking less often"", ""Eating out / ordering takeout less frequently""]",Never,,"[""No, none of these""]","[""Alcohol"", ""Caffeine""]"
1133,729262528.0,Other,45+,High,"[""Partner / spouse"", ""Children under 18 years old"", ""Children over 18 years old""]",4.0,"[""Stress control methods"", ""Taking time to relax"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Eat healthily""]","[""To live longer"", ""Prevent health conditions in later life"", ""To make the most out of/enjoy life""]","[""Flexitarian: eat meat but control the amount eaten"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Halal""]","[""Doing a cleanse"", ""Eating out / ordering takeout less frequently"", ""Checking / reading the ingredients in food / drink products"", ""Eating out at places that have healthy options available"", ""Checking nutritional value of the food / drink I purchase"", ""Shopping at places that have a wide selection of healthy options""]",Once a week,"[""Hiking"", ""Walking""]","[""No, none of these""]","[""Heavy meal"", ""Alcohol""]"
1138,1620690456.0,Female,35-44,Medium,"[""Partner / spouse"", ""Children over 18 years old""]",4.0,"[""Stay hydrated"", ""Exercise regularly"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Eat healthily"", ""Take vitamin / other supplements""]","[""To make the most out of/enjoy life"", ""To lose / manage my weight"", ""Prevent health conditions in later life""]","[""Dairy free"", ""Vegan: eat no meat, fish, or dairy"", ""Low calorie""]","[""Eating out at places that have healthy options available"", ""Cooking more meals at home"", ""Checking / reading the ingredients in food / drink products"", ""Eating out / ordering takeout less frequently"", ""Making an effort to find healthy recipes""]",Twice a week,"[""Swimming"", ""Strength training"", ""Spinning"", ""Weights"", ""Walking""]","[""Have a bath""]","[""Watching TV"", ""Caffeine""]"
